company_name,opportunity_title,function,seniority,year,outcome,notes,closed_date,company_stage_at_placement,geo,candidate_name,opportunity_owner,service_type
Five9,Five9 - VP Engineering,Engineering,VP,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=David Pickering; owner=Jason Hann; service=Retained,2018-11-19T00:00:00,Public,Bay Area,David Pickering,Jason Hann,Retained
Five9,Five9 - VP Product,Product Management,VP,2019,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Anand Chandrasekaran; owner=Jason Hann; service=Retained,2019-05-23T00:00:00,Public,Bay Area,Anand Chandrasekaran,Jason Hann,Retained
Five9,Five9 - SVP of Cloud Ops,DevOps,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Panos Kazanian; owner=Jason Hann; service=Retained,2021-01-15T00:00:00,Public,Bay Area,Panos Kazanian,Jason Hann,Retained
Flexera,Flexera - CTO,Product Management,CXO,2026,Placement,stage_at_placement=PE-Backed; geo=Chicago; candidate=Bob McCarter; owner=Steve Kasmouski; service=Retained,2026-03-04T00:00:00,PE-Backed,Chicago,Bob McCarter,Steve Kasmouski,Retained
Flexera,Flexera - VP of Product - Data Products,Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Chicago; candidate=Avi Huber; owner=Steve Kasmouski; service=Retained,2026-06-28T00:00:00,PE-Backed,Chicago,Avi Huber,Steve Kasmouski,Retained
Flexera,Flexera - VPP of AI (Bluebird),Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; candidate=Joe Watson; owner=Steve Kasmouski; service=Bluebird,2026-07-01T00:00:00,PE-Backed,,Joe Watson,Steve Kasmouski,Bluebird
GitHub,GitHub - VP Engineering,Engineering,VP,2017,Placement,stage_at_placement=Series B; geo=Bay Area; candidate=Jason Warner; owner=Ali Behnam; service=Retained,2017-05-16T00:00:00,Series B,Bay Area,Jason Warner,Ali Behnam,Retained
GitHub,Github - VPE Experience,Engineering,VP,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Dana Lawson; owner=Jason Hann; service=Retained,2018-11-26T00:00:00,Public,Bay Area,Dana Lawson,Jason Hann,Retained
GitHub,Github - VP IT,Information Technology,VP,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Philip Luedtke; owner=Dante Carpinito; service=Retained,2018-11-27T00:00:00,Public,Bay Area,Philip Luedtke,Dante Carpinito,Retained
GitHub,Github - Chief Product Officer,Product Management,CXO,2019,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Shanku Niyogi; owner=Michael Morell; service=Retained,2019-01-21T00:00:00,Public,Bay Area,Shanku Niyogi,Michael Morell,Retained
GitHub,Github - VP of Ecosystems,Engineering,VP,2019,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Sha Ma; owner=Jason Hann; service=Bluebird,2019-02-12T00:00:00,Public,Bay Area,Sha Ma,Jason Hann,Bluebird
GitHub,Github - VPE-Data,Engineering,VP,2019,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Rachel Potvin; owner=Jason Hann; service=Retained,2019-11-11T00:00:00,Public,Bay Area,Rachel Potvin,Jason Hann,Retained
GitHub,GitHub - VP of IT,Information Technology,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Philip Luedtke; owner=Dante Carpinito; service=Retained,2021-01-23T00:00:00,Public,Bay Area,Philip Luedtke,Dante Carpinito,Retained
GitHub,GitHub - CSO,Information Security,CXO,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Michael Hanley; owner=Jason Hann; service=Retained,2021-02-02T00:00:00,Public,Bay Area,Michael Hanley,Jason Hann,Retained
Google,Google - VP Engineering Security,Engineering,VP,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Brian Roddy; owner=Ali Behnam; service=Retained,2020-05-04T00:00:00,Public,Bay Area,Brian Roddy,Ali Behnam,Retained
Google,"Google - VP Engineering, Workspace Platform",Engineering,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Philip Brittan; owner=Chris Rice; service=Retained,2021-05-27T00:00:00,Public,Bay Area,Philip Brittan,Chris Rice,Retained
Google,"Google - VP of Engineering, Video/Voice/Comms",Engineering,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Ameesh Paleja; owner=Chris Rice; service=Retained,2021-07-23T00:00:00,Public,Bay Area,Ameesh Paleja,Chris Rice,Retained
Google,Google - VP Engineering (Core ML),Engineering,VP,2023,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Bill Jia; owner=Michael Morell; service=Retained,2023-11-29T00:00:00,Public,Bay Area,Bill Jia,Michael Morell,Retained
Google,"Google - VP, Engineering Data (ML)",Engineering,VP,2023,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Nima Khajehnouri; owner=Michael Morell; service=Retained,2023-12-07T00:00:00,Public,Bay Area,Nima Khajehnouri,Michael Morell,Retained
GoPro,GoPro - VP Engineering,Engineering,VP,2015,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Joe Bentley; owner=Michael Morell; service=Retained,2015-01-27T00:00:00,PE-Backed,Bay Area,Joe Bentley,Michael Morell,Retained
GoPro,GoPro - VP Product,Product Management,VP,2015,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Brent Ayrey; owner=Austin Brizendine; service=Retained,2015-03-20T00:00:00,PE-Backed,Bay Area,Brent Ayrey,Austin Brizendine,Retained
GoPro,GoPro - Sr Dir Engineering,Engineering,Director,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Cedric Fernandes; owner=Michael Morell; service=Retained,2015-07-09T00:00:00,Public,Bay Area,Cedric Fernandes,Michael Morell,Retained
GoPro,GoPro - Sr Director Mobile & Desktop Engineering,Engineering,Director,2016,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Craig Symonds; owner=Matt Skiba; service=Retained,2016-08-03T00:00:00,Public,Bay Area,Craig Symonds,Matt Skiba,Retained
GoPro,GoPro - VP Product (Confidential),Product Management,VP,2016,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Internal Candidate; owner=Austin Brizendine; service=Retained,2016-08-09T00:00:00,Public,Bay Area,Internal Candidate,Austin Brizendine,Retained
Grammarly,Grammarly - VP Engineering,Engineering,VP,2016,Placement,stage_at_placement=Private / Bootstrapped; geo=Bay Area; candidate=Pramod Thangali; owner=Dirk Cleveland; service=Retained,2016-08-15T00:00:00,Private / Bootstrapped,Bay Area,Pramod Thangali,Dirk Cleveland,Retained
Grammarly,Grammarly - Sr. Software Engineer,Engineering,IC,2017,Placement,stage_at_placement=Private / Bootstrapped; geo=Bay Area; candidate=Patrick Yamane; owner=Will Hunsinger; service=Contingency,2017-09-12T00:00:00,Private / Bootstrapped,Bay Area,Patrick Yamane,Will Hunsinger,Contingency
Grammarly,"Grammarly - Head of Product, Grammarly Business",Product Management,Head,2021,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Vijay Ramachandran; owner=Gino Morell; service=Retained,2021-11-23T00:00:00,PE-Backed,Bay Area,Vijay Ramachandran,Gino Morell,Retained
Grammarly,Grammarly - Head of Data,Data/ML/AI,Head,2021,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Quinn Ye; owner=Nelson Smith; service=Retained,2021-12-07T00:00:00,PE-Backed,Bay Area,Quinn Ye,Nelson Smith,Retained
Grammarly,Grammarly - Director of Growth Engineering (as Director of Engineering),Engineering,Director,2022,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Nirmal Selvaraj; owner=Brandon Brown; service=Retained,2022-04-20T00:00:00,PE-Backed,Bay Area,Nirmal Selvaraj,Brandon Brown,Retained
Grammarly,Grammarly - Head of User Interface Architecture,Engineering,Architect,2022,Placement,stage_at_placement=PE-Backed; candidate=Rob Meyer; owner=Brandon Brown; service=Retained,2022-11-04T00:00:00,PE-Backed,,Rob Meyer,Brandon Brown,Retained
Groupon,"Groupon - Director, UX",Design/UX,Director,2011,Placement,stage_at_placement=Series E+; candidate=Ellen Beldner; owner=Dirk Cleveland; service=Retained,2011-05-25T00:00:00,Series E+,,Ellen Beldner,Dirk Cleveland,Retained
Groupon,Groupon - Sr. Backend Engineer,Engineering,Other,2011,Placement,candidate=Erik Weathers; owner=Rivi HQ; service=Contingency,2011-07-11T00:00:00,,,Erik Weathers,Rivi HQ,Contingency
Groupon,Groupon - Product Designer,Design/UX,Other,2011,Placement,candidate=Alex Faaborg; owner=Dirk Cleveland; service=Bluebird,2011-10-26T00:00:00,,,Alex Faaborg,Dirk Cleveland,Bluebird
Groupon,Groupon - VP Global Consumer Products,Product Management,VP,2012,Placement,stage_at_placement=Public; candidate=Curtis Lee; owner=Kelly Kinnard; service=Retained,2012-02-15T00:00:00,Public,,Curtis Lee,Kelly Kinnard,Retained
Groupon,Groupon - VP Design,Design/UX,VP,2012,Placement,stage_at_placement=Public; candidate=Peter Merholz; owner=Dirk Cleveland; service=Retained,2012-09-10T00:00:00,Public,,Peter Merholz,Dirk Cleveland,Retained
Groupon,"Groupon - Sr. Dir. Eng, Deal Targeting Platform",Engineering,Director,2013,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Amber Roy Chowdhury; owner=Sam Wholley; service=Retained,2013-10-15T00:00:00,Public,Bay Area,Amber Roy Chowdhury,Sam Wholley,Retained
Groupon,"Groupon - Director, Data Science",Data/ML/AI,Other,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Alla Ivanova; owner=Cheryl Liew; service=Bluebird,2015-03-11T00:00:00,Public,Bay Area,Alla Ivanova,Cheryl Liew,Bluebird
Groupon,Groupon - VP Engineering,Engineering,VP,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Anmol Bhasin; owner=Cheryl Liew; service=Retained,2015-04-19T00:00:00,Public,Bay Area,Anmol Bhasin,Cheryl Liew,Retained
Groupon,Groupon - Global Head of BI,Data/ML/AI,Head,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Rene Haase; owner=Cheryl Liew; service=Retained,2015-06-03T00:00:00,Public,Bay Area,Rene Haase,Cheryl Liew,Retained
Groupon,Groupon - Breadcrumb - Sr. Director Engineering,Engineering,Director,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Mike DiCarlo; owner=George Kaszacs; service=Retained,2015-12-09T00:00:00,Public,Bay Area,Mike DiCarlo,George Kaszacs,Retained
Grubhub,Grubhub - CTO,Engineering,CXO,2014,Placement,stage_at_placement=Public; geo=Chicago; candidate=Brian Lanier; owner=Kevin Bijas; service=Retained,2014-09-04T00:00:00,Public,Chicago,Brian Lanier,Kevin Bijas,Retained
Grubhub,"Grubhub - Dir Eng, Delivery Systems",Engineering,Director,2017,Placement,stage_at_placement=Public; geo=Chicago; candidate=Darrell Pratt; owner=Eric Larson; service=Retained,2017-07-12T00:00:00,Public,Chicago,Darrell Pratt,Eric Larson,Retained
Grubhub,Grubhub - Sr. Director Data Engineering,Engineering,Director,2018,Placement,stage_at_placement=Public; geo=Chicago; candidate=Mukund Gopalan; owner=Sandy Ma; service=Retained,2018-04-13T00:00:00,Public,Chicago,Mukund Gopalan,Sandy Ma,Retained
Grubhub,Grubhub - VP Design,Design/UX,VP,2018,Placement,stage_at_placement=Public; geo=Chicago; candidate=Jacob Styburski; owner=Dirk Cleveland; service=Retained,2018-05-29T00:00:00,Public,Chicago,Jacob Styburski,Dirk Cleveland,Retained
Grubhub,"Grubhub - SRE Tech Lead, Diner",Engineering,IC,2018,Placement,stage_at_placement=Public; geo=New York; candidate=Eugene Ventimiglia; owner=Sandy Ma; service=Retained,2018-07-09T00:00:00,Public,New York,Eugene Ventimiglia,Sandy Ma,Retained
Grubhub,"Grubhub - Sr. SRE, Discovery Team",Engineering,Other,2018,Placement,stage_at_placement=Public; geo=New York; candidate=Andrew Blum; owner=Sandy Ma; service=Retained,2018-07-09T00:00:00,Public,New York,Andrew Blum,Sandy Ma,Retained
Grubhub,Grubhub - Director SRE,Engineering,Director,2018,Placement,stage_at_placement=Public; geo=Chicago; candidate=Charlie Schluting; owner=Gino Morell; service=Retained,2018-12-19T00:00:00,Public,Chicago,Charlie Schluting,Gino Morell,Retained
Grubhub,Grubhub - Director of Design,Design/UX,Director,2019,Placement,stage_at_placement=Public; geo=Chicago; candidate=Helen Lee; owner=Dirk Cleveland; service=Retained,2019-03-18T00:00:00,Public,Chicago,Helen Lee,Dirk Cleveland,Retained
Grubhub,Grubhub - VP Engineering (NY),Engineering,VP,2019,Placement,stage_at_placement=Public; geo=New York; candidate=Anand Iyer; owner=Will Potter; service=Retained,2019-07-02T00:00:00,Public,New York,Anand Iyer,Will Potter,Retained
Grubhub,"Grubhub - Director of Product, Diner",Product Management,Director,2019,Placement,stage_at_placement=Public; geo=New York; candidate=Blaine North; owner=Morgan Smith; service=Retained,2019-09-26T00:00:00,Public,New York,Blaine North,Morgan Smith,Retained
Grubhub,"Grubhub - Director of Product, Diner",Product Management,Director,2019,Placement,stage_at_placement=Public; geo=New York; candidate=Effie Wang; owner=Morgan Smith; service=Retained,2019-09-26T00:00:00,Public,New York,Effie Wang,Morgan Smith,Retained
Grubhub,"Grubhub - Director of Product, Logistics",Product Management,Director,2020,Placement,stage_at_placement=Public; geo=Chicago; candidate=Matheus Schmidt; owner=Jenna Zucker; service=Retained,2020-05-20T00:00:00,Public,Chicago,Matheus Schmidt,Jenna Zucker,Retained
HoodCPA's,Hood Accounting - CTO,Engineering,CXO,2024,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Patrick Danielewski; owner=Steve Kasmouski; service=Retained,2024-04-29T00:00:00,PE-Backed,SoCal,Patrick Danielewski,Steve Kasmouski,Retained
HoodCPA's,HoodCPA's - Sr. Director of IT Operations & Security,Information Technology,Director,2024,Placement,"stage_at_placement=PE-Backed; geo=SoCal; candidate=Josh Hunt, CISSP; owner=Steve Kasmouski; service=Bluebird",2024-05-14T00:00:00,PE-Backed,SoCal,"Josh Hunt, CISSP",Steve Kasmouski,Bluebird
HoodCPA's,HoodCPA's - VP of Technology,Information Technology,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Other Midwest; candidate=Ayman Mohamed; owner=Steve Kasmouski; service=Retained,2026-07-14T00:00:00,PE-Backed,Other Midwest,Ayman Mohamed,Steve Kasmouski,Retained
HubSpot,Hubspot - CPO,Product Management,CXO,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Stephanie Cuthbertson; owner=Andrew Abramson; service=Retained,2021-07-22T00:00:00,Public,Bay Area,Stephanie Cuthbertson,Andrew Abramson,Retained
HubSpot,"HubSpot - SVP, Platform & Ecosystem",Product Management,VP,2022,Placement,stage_at_placement=Public; geo=Boston; candidate=Karen Ng; owner=Andrew Abramson; service=Retained,2022-08-08T00:00:00,Public,Boston,Karen Ng,Andrew Abramson,Retained
HubSpot,"HubSpot - Executive Vice President, Design",Design/UX,VP,2022,Placement,stage_at_placement=Public; geo=Boston; candidate=Mike Holzer; owner=Mike Lee; service=Retained,2022-08-25T00:00:00,Public,Boston,Mike Holzer,Mike Lee,Retained
Hulu,Hulu - CTO,Engineering,CXO,2014,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Tian Lim; owner=Eric Larson; service=Retained,2014-01-28T00:00:00,PE-Backed,SoCal,Tian Lim,Eric Larson,Retained
Hulu,Hulu - Head of Product (SVP of Experience),Product Management,Head,2015,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Ben Smith; owner=Eric Larson; service=Retained,2015-08-22T00:00:00,PE-Backed,SoCal,Ben Smith,Eric Larson,Retained
Hulu,Hulu - VP Product Management,Product Management,VP,2016,Placement,stage_at_placement=Private / Bootstrapped; geo=SoCal; candidate=Richard Irving; owner=Eric Larson; service=Retained,2016-05-25T00:00:00,Private / Bootstrapped,SoCal,Richard Irving,Eric Larson,Retained
Hulu,Hulu - Director of Product Management- Growth,Product Management,Director,2016,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Charles Pham; owner=Eric Larson; service=Retained,2016-07-15T00:00:00,PE-Backed,SoCal,Charles Pham,Eric Larson,Retained
Hulu,Hulu - Head of Advanced Analytics,Data/ML/AI,Head,2016,Placement,stage_at_placement=Private / Bootstrapped; geo=SoCal; candidate=Soumya Datta; owner=Eric Larson; service=Retained,2016-10-06T00:00:00,Private / Bootstrapped,SoCal,Soumya Datta,Eric Larson,Retained
Hulu,Hulu - Head of Advanced Analytics,Data/ML/AI,Head,2016,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Irfan Ranmal; owner=Eric Larson; service=Retained,2016-10-06T00:00:00,PE-Backed,SoCal,Irfan Ranmal,Eric Larson,Retained
Hulu,Hulu - Director of Information Security,Information Security,Director,2016,Placement,stage_at_placement=Private / Bootstrapped; geo=SoCal; candidate=Emilio Escobar; owner=Eric Larson; service=Retained,2016-10-25T00:00:00,Private / Bootstrapped,SoCal,Emilio Escobar,Eric Larson,Retained
Hulu,Hulu - Director of Product Management - Personalization and Content Discovery,Product Management,Director,2016,Placement,stage_at_placement=Private / Bootstrapped; geo=SoCal; candidate=Tom Langan; owner=Eric Larson; service=Retained,2016-11-28T00:00:00,Private / Bootstrapped,SoCal,Tom Langan,Eric Larson,Retained
Hulu,Hulu - CTO,Engineering,CXO,2018,Placement,stage_at_placement=Private / Bootstrapped; geo=SoCal; candidate=Dan Phillips; owner=Eric Larson; service=Retained,2018-05-08T00:00:00,Private / Bootstrapped,SoCal,Dan Phillips,Eric Larson,Retained
Hulu,Hulu - VP Advertising Technology,Engineering,VP,2018,Placement,stage_at_placement=Private / Bootstrapped; geo=SoCal; candidate=Jeremy Helfand; owner=Eric Larson; service=Retained,2018-06-04T00:00:00,Private / Bootstrapped,SoCal,Jeremy Helfand,Eric Larson,Retained
Hulu,Hulu - SVP/Head of Engineering,Engineering,Head,2018,Placement,stage_at_placement=Private / Bootstrapped; geo=SoCal; candidate=Joe Bentley; owner=Eric Larson; service=Retained,2018-07-31T00:00:00,Private / Bootstrapped,SoCal,Joe Bentley,Eric Larson,Retained
Hulu,Hulu - VP Architecture,Engineering,Architect,2019,Placement,stage_at_placement=Private / Bootstrapped; geo=SoCal; candidate=Gert Drapers; owner=Eric Larson; service=Retained,2019-07-15T00:00:00,Private / Bootstrapped,SoCal,Gert Drapers,Eric Larson,Retained
Hulu,"Hulu - Vice President, Software Development",Engineering,VP,2020,Placement,stage_at_placement=Private / Bootstrapped; geo=SoCal; candidate=Joshua Couch; owner=Eric Larson; service=Retained,2020-06-16T00:00:00,Private / Bootstrapped,SoCal,Joshua Couch,Eric Larson,Retained
Hyland,Hyland - Sr. VP of Product Management,Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Vinitha Ramnathan; owner=Adam Charlson; service=Retained,2026-03-27T00:00:00,PE-Backed,Bay Area,Vinitha Ramnathan,Adam Charlson,Retained
Hyland,Hyland - Chief Information Security Officer,Information Security,CXO,2026,Placement,stage_at_placement=PE-Backed; geo=Ohio; candidate=Martin Rues; owner=Andrea Vahosky; service=Retained,2026-05-20T00:00:00,PE-Backed,Ohio,Martin Rues,Andrea Vahosky,Retained
Hyland,"Hyland - Vice President, Sales-LATAM",Sales,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Ohio; candidate=Will Pimentel; owner=Adam Charlson; service=Retained,2026-06-24T00:00:00,PE-Backed,Ohio,Will Pimentel,Adam Charlson,Retained
Independence Pet Holdings,"Independence Pet Holdings - Chief Data Officer, Stealth Venture",Data/ML/AI,CXO,2025,Placement,stage_at_placement=PE-Backed; geo=New York; candidate=Craig White; owner=Ryan Polich; service=Retained,2025-03-01T00:00:00,PE-Backed,New York,Craig White,Ryan Polich,Retained
Independence Pet Holdings,"Independence Pet Holdings - VP Product, Clarus Technology",Product Management,VP,2025,Placement,stage_at_placement=PE-Backed; geo=Other East Coast; candidate=Andrew Hellard; owner=Ryan Polich; service=Retained,2025-06-18T00:00:00,PE-Backed,Other East Coast,Andrew Hellard,Ryan Polich,Retained
Independence Pet Holdings,"Independence Pet Holdings - Senior Director Data Analytics, Clarus (Confidential)",Data/ML/AI,Director,2025,Placement,stage_at_placement=PE-Backed; geo=Boston; candidate=Harshita Ruymann; owner=Ryan Polich; service=Retained,2025-09-30T00:00:00,PE-Backed,Boston,Harshita Ruymann,Ryan Polich,Retained
Infoblox,Infoblox - CPO (Confidential),Product Management,CXO,2023,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Mukesh Gupta; owner=Eddie Lee; service=Retained,2023-07-24T00:00:00,PE-Backed,Bay Area,Mukesh Gupta,Eddie Lee,Retained
Infoblox,Infoblox - SVP Product,Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Matthew Landry; owner=Ryan Brogan; service=Retained,2026-01-16T00:00:00,PE-Backed,Bay Area,Matthew Landry,Ryan Brogan,Retained
Infoblox,Infoblox - SVP Engineering,Engineering,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Philippe Ciampossin; owner=Ryan Brogan; service=Retained,2026-02-05T00:00:00,PE-Backed,Bay Area,Philippe Ciampossin,Ryan Brogan,Retained
Infoblox,Infoblox - CISO,Information Security,CXO,2026,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Henrik Smith; owner=Matt Stravitz; service=Retained,2026-05-14T00:00:00,PE-Backed,Bay Area,Henrik Smith,Matt Stravitz,Retained
Infoblox,"Infoblox - VP Product, Monetization",Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=William Mahler; owner=Ryan Brogan; service=Retained,2026-06-18T00:00:00,PE-Backed,Bay Area,William Mahler,Ryan Brogan,Retained
InformData,InformData - CPO,Product Management,CXO,2022,Placement,stage_at_placement=PE-Backed; candidate=Greg Jones; owner=Steve Kasmouski; service=Retained,2022-10-13T00:00:00,PE-Backed,,Greg Jones,Steve Kasmouski,Retained
InformData,InformData - CRO,Sales,CXO,2024,Placement,stage_at_placement=PE-Backed; geo=Atlanta Metro; candidate=Jeff Anop; owner=Steve Kasmouski; service=Retained,2024-06-19T00:00:00,PE-Backed,Atlanta Metro,Jeff Anop,Steve Kasmouski,Retained
InformData,InformData - Senior Product Manager,Product Management,IC,2024,Placement,stage_at_placement=PE-Backed; geo=Atlanta Metro; candidate=Christina Tattory; owner=Steve Kasmouski; service=Retained,2024-09-16T00:00:00,PE-Backed,Atlanta Metro,Christina Tattory,Steve Kasmouski,Retained
InMarket,inMarket - CTO,Engineering,CXO,2015,Placement,stage_at_placement=Series A; geo=SoCal; candidate=Robbie Brackett; owner=Eric Larson; service=Retained,2015-04-22T00:00:00,Series A,SoCal,Robbie Brackett,Eric Larson,Retained
InMarket,InMarket Media - CPO,Product Management,CXO,2022,Placement,stage_at_placement=PE-Backed; candidate=Joshua Koran; owner=Matt Stravitz; service=Retained,2022-12-12T00:00:00,PE-Backed,,Joshua Koran,Matt Stravitz,Retained
InMarket,"InMarket Media - VP Product, Mobile Apps",Product Management,VP,2023,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Mark Prondzinsky; owner=Matt Stravitz; service=Retained,2023-07-10T00:00:00,PE-Backed,SoCal,Mark Prondzinsky,Matt Stravitz,Retained
InMarket,InMarket Media - GM Programmatic,General Management,GM,2024,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Mark D'Andrea; owner=Matt Stravitz; service=Retained,2024-05-06T00:00:00,PE-Backed,SoCal,Mark D'Andrea,Matt Stravitz,Retained
Inseego,Inseego - VP Engineering,Engineering,VP,2025,Placement,stage_at_placement=Public; geo=SoCal; candidate=Neha Bhargava; owner=Sam Wilkins; service=Retained,2025-09-18T00:00:00,Public,SoCal,Neha Bhargava,Sam Wilkins,Retained
Inseego,Inseego - Vice President of Product Management & Business Development,General Management,VP,2025,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Avia Dadon; owner=Sam Wilkins; service=Retained,2025-10-03T00:00:00,Public,Bay Area,Avia Dadon,Sam Wilkins,Retained
Inseego,Inseego - Confidential Search,Product Management,Other,2026,Placement,stage_at_placement=PE-Backed; geo=SoCal; candidate=Koroush Saraf; owner=Sam Wilkins; service=Retained,2026-03-27T00:00:00,PE-Backed,SoCal,Koroush Saraf,Sam Wilkins,Retained
Insightsoftware,"Insightsoftware - VP of Engineering, Lease",Engineering,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Other East Coast; candidate=Steve Picciano; owner=Hugh Curran; service=Retained,2026-04-09T00:00:00,PE-Backed,Other East Coast,Steve Picciano,Hugh Curran,Retained
Insightsoftware,"Insightsoftware - VP of Engineering, EPM",Engineering,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Other East Coast; candidate=Paxton Lamons; owner=Hugh Curran; service=Retained,2026-04-13T00:00:00,PE-Backed,Other East Coast,Paxton Lamons,Hugh Curran,Retained
Insightsoftware,InsightSoftware - CPO,Product Management,CXO,2026,Placement,stage_at_placement=PE-Backed; geo=Other East Coast; candidate=Jess Keeney; owner=Hugh Curran; service=Retained,2026-05-19T00:00:00,PE-Backed,Other East Coast,Jess Keeney,Hugh Curran,Retained
Insightsoftware,"Insightsoftware - VP of Product, Data & Analytics",Product Management,VP,2026,Placement,stage_at_placement=PE-Backed; geo=Seattle; candidate=Alison Huselid; owner=Hugh Curran; service=Retained,2026-06-03T00:00:00,PE-Backed,Seattle,Alison Huselid,Hugh Curran,Retained
Lantern,EDHC - VP Product,Product Management,VP,2021,Placement,"stage_at_placement=PE-Backed; candidate=Derrick Pena, Mba; owner=Eóin O'Toole; service=Retained",2021-12-06T00:00:00,PE-Backed,,"Derrick Pena, Mba",Eóin O'Toole,Retained
Lantern,EDHC - Head of Strategy,Product Management,Head,2022,Placement,stage_at_placement=PE-Backed; candidate=Benjamin Sanders; owner=Eóin O'Toole; service=Retained,2022-03-11T00:00:00,PE-Backed,,Benjamin Sanders,Eóin O'Toole,Retained
Lantern,Lantern - CTO,Engineering,CXO,2025,Placement,stage_at_placement=PE-Backed; geo=Other Texas; candidate=Falko Buttler; owner=Rick Harris; service=Retained,2025-03-04T00:00:00,PE-Backed,Other Texas,Falko Buttler,Rick Harris,Retained
Life360,Life360 - Head of Customer Success,Customer Service,Other,2013,Placement,stage_at_placement=Series B; geo=Bay Area; candidate=Neal Barber; owner=Rivi HQ; service=Contingency,2013-11-26T00:00:00,Series B,Bay Area,Neal Barber,Rivi HQ,Contingency
Life360,Life360 - VP Engineering,Engineering,VP,2014,Placement,stage_at_placement=Series D; geo=Bay Area; candidate=Virendra Vase; owner=Michael Morell; service=Retained,2014-05-30T00:00:00,Series D,Bay Area,Virendra Vase,Michael Morell,Retained
Life360,Life360 - Infrastructure,Engineering,Other,2014,Placement,stage_at_placement=Series C; geo=Bay Area; candidate=Justin Poole; owner=Rivi HQ; service=Contingency,2014-06-23T00:00:00,Series C,Bay Area,Justin Poole,Rivi HQ,Contingency
Life360,Life360 - Head of Customer Success,Customer Service,Other,2015,Placement,geo=Bay Area; candidate=Michelle Dysangco; owner=Rivi HQ; service=Contingency,2015-01-21T00:00:00,,Bay Area,Michelle Dysangco,Rivi HQ,Contingency
Life360,Life360 - Head of Mobile Engineering,Engineering,Head,2015,Placement,stage_at_placement=Series C; geo=Bay Area; candidate=Amol Kher; owner=Rivi HQ; service=Retained,2015-04-22T00:00:00,Series C,Bay Area,Amol Kher,Rivi HQ,Retained
Life360,"Life360 - Director, Mobile Engineering (as Head of Mobile Eng)",Engineering,Director,2018,Placement,stage_at_placement=Series D; geo=Bay Area; candidate=Paul Robinson; owner=Gino Morell; service=Retained,2018-04-04T00:00:00,Series D,Bay Area,Paul Robinson,Gino Morell,Retained
